GENENAME,CHEMBL_ID
C5P44_18550,CHEMBL4106139
C5P48_04550,CHEMBL4106139
C6669_06700,CHEMBL4106139
C6976_23915,CHEMBL4106139
C6A57_08340,CHEMBL4106139
C6B13_11455,CHEMBL4106139
C7235_22800,CHEMBL4106139
C7B02_22870,CHEMBL4106139
C7B06_19620,CHEMBL4106139
C7B07_19640,CHEMBL4106139
C7B08_13320,CHEMBL4106139
C7B18_22125,CHEMBL4106139
C9025_24790,CHEMBL4106139
C9083_18250,CHEMBL4106139
C9200_11080,CHEMBL4106139
C9212_22295,CHEMBL4106139
C9255_05360,CHEMBL4106139
C9299_14020,CHEMBL4106139
C9E25_08280,CHEMBL4106139
C9E67_27735,CHEMBL4106139
C9Y80_28140,CHEMBL4106139
C9Y95_08230,CHEMBL4106139
CA593_05105,CHEMBL4106139
CCZ08_19865,CHEMBL4106139
CCZ11_19940,CHEMBL4106139
CCZ14_19960,CHEMBL4106139
CCZ16_17425,CHEMBL4106139
CCZ17_16290,CHEMBL4106139
CCZ18_09570,CHEMBL4106139
CDL37_19955,CHEMBL4106139
CG691_04055,CHEMBL4106139
CG692_00055,CHEMBL4106139
CG705_07485,CHEMBL4106139
CG706_19960,CHEMBL4106139
CI641_014245,CHEMBL4106139
CI694_17140,CHEMBL4106139
CIJ94_19305,CHEMBL4106139
CLH66_25395,CHEMBL4106139
COD30_28660,CHEMBL4106139
COD46_17610,CHEMBL4106139
CPA47_23805,CHEMBL4106139
CQP61_24785,CHEMBL4106139
CR539_02660,CHEMBL4106139
CRD98_26740,CHEMBL4106139
CRE06_15175,CHEMBL4106139
CRM83_17505,CHEMBL4106139
CRT43_24985,CHEMBL4106139
CRT46_24625,CHEMBL4106139
CRT55_26565,CHEMBL4106139
CSB64_20580,CHEMBL4106139
CT143_14485,CHEMBL4106139
CT146_11195,CHEMBL4106139
CU078_13310,CHEMBL4106139
CUB99_10685,CHEMBL4106139
CV83915_01888,CHEMBL4106139
CVH05_06685,CHEMBL4106139
CWM24_06435,CHEMBL4106139
CWS33_03390,CHEMBL4106139
CXB56_25445,CHEMBL4106139
CY655_26170,CHEMBL4106139
D0X26_12780,CHEMBL4106139
D1900_07565,CHEMBL4106139
D2183_06170,CHEMBL4106139
D2184_07875,CHEMBL4106139
D2185_07635,CHEMBL4106139
D2F89_07880,CHEMBL4106139
D3822_10750,CHEMBL4106139
D3C88_27260,CHEMBL4106139
D3I61_24435,CHEMBL4106139
D3O91_01400,CHEMBL4106139
D3Y67_00555,CHEMBL4106139
D4M06_10270,CHEMBL4106139
D4M06_29410,CHEMBL4106139
D7K63_02295,CHEMBL4106139
D7K66_01645,CHEMBL4106139
D7Y10_20710,CHEMBL4106139
D9D20_08430,CHEMBL4106139
D9D31_08050,CHEMBL4106139
D9D33_02520,CHEMBL4106139
D9D43_14725,CHEMBL4106139
D9E34_15015,CHEMBL4106139
D9E35_09915,CHEMBL4106139
D9E49_11975,CHEMBL4106139
D9G11_15840,CHEMBL4106139
D9G42_15395,CHEMBL4106139
D9G48_11760,CHEMBL4106139
D9H53_05445,CHEMBL4106139
D9H68_15855,CHEMBL4106139
D9H70_08850,CHEMBL4106139
D9H94_06455,CHEMBL4106139
D9I11_08160,CHEMBL4106139
D9I18_04540,CHEMBL4106139
D9I87_11050,CHEMBL4106139
D9I88_12295,CHEMBL4106139
D9I97_14780,CHEMBL4106139
D9J03_08605,CHEMBL4106139
D9J44_18175,CHEMBL4106139
D9J46_16915,CHEMBL4106139
D9J60_12275,CHEMBL4106139
D9K48_05190,CHEMBL4106139
D9K54_26350,CHEMBL4106139
D9L89_02290,CHEMBL4106139
D9L89_29680,CHEMBL4106139
D9L99_20610,CHEMBL4106139
D9N32_18890,CHEMBL4106139
D9X97_13605,CHEMBL4106139
D9X97_28710,CHEMBL4106139
DAH26_05045,CHEMBL4106139
DAH27_28010,CHEMBL4106139
DAH36_09875,CHEMBL4106139
DAH37_06370,CHEMBL4106139
DD647_07895,CHEMBL4106139
DD762_21030,CHEMBL4106139
DDT63_05215,CHEMBL4106139
DEN86_00710,CHEMBL4106139
DEN89_17490,CHEMBL4106139
DEO11_24170,CHEMBL4106139
DEO19_26325,CHEMBL4106139
DIV10_26330,CHEMBL4106139
DK267_13570,CHEMBL4106139
DK268_16985,CHEMBL4106139
DK273_16835,CHEMBL4106139
DK278_16485,CHEMBL4106139
DK279_16720,CHEMBL4106139
DK288_16415,CHEMBL4106139
DK289_16810,CHEMBL4106139
DKP82_04065,CHEMBL4106139
DKP83_02480,CHEMBL4106139
DKP87_04530,CHEMBL4106139
DKP89_17860,CHEMBL4106139
DL195_09030,CHEMBL4106139
DL455_10645,CHEMBL4106139
DL545_22730,CHEMBL4106139
DL800_29220,CHEMBL4106139
DM102_08870,CHEMBL4106139
DM463_13480,CHEMBL4106139
DMI04_11460,CHEMBL4106139
DMI04_28175,CHEMBL4106139
DNB37_06985,CHEMBL4106139
DNB37_28240,CHEMBL4106139
DNK79_13900,CHEMBL4106139
DNQ41_02325,CHEMBL4106139
DNQ45_22695,CHEMBL4106139
DNR41_18215,CHEMBL4106139
DNX30_08345,CHEMBL4106139
DNX30_30410,CHEMBL4106139
DOY56_08400,CHEMBL4106139
DOY56_28305,CHEMBL4106139
DP258_24460,CHEMBL4106139
DP277_20350,CHEMBL4106139
DQE83_13435,CHEMBL4106139
DQF57_23270,CHEMBL4106139
DQO13_25440,CHEMBL4106139
DS732_02495,CHEMBL4106139
DS966_08020,CHEMBL4106139
DS980_21170,CHEMBL4106139
DS986_22665,CHEMBL4106139
DTL41_15645,CHEMBL4106139
DTL43_02185,CHEMBL4106139
DTL84_03470,CHEMBL4106139
DTL90_17410,CHEMBL4106139
DTM10_04525,CHEMBL4106139
DTM25_10765,CHEMBL4106139
DTM27_17440,CHEMBL4106139
DTM45_21115,CHEMBL4106139
DU321_10255,CHEMBL4106139
DU333_08465,CHEMBL4106139
DW236_18440,CHEMBL4106139
DWB25_22555,CHEMBL4106139
DXT71_04100,CHEMBL4106139
E0E06_20445,CHEMBL4106139
E2112_14800,CHEMBL4106139
E2126_03520,CHEMBL4106139
E2132_24265,CHEMBL4106139
E2855_05287,CHEMBL4106139
E2863_05073,CHEMBL4106139
E5M00_23405,CHEMBL4106139
EAI42_02210,CHEMBL4106139
EAI46_05875,CHEMBL4106139
EAI52_08825,CHEMBL4106139
EB509_04245,CHEMBL4106139
EB510_02850,CHEMBL4106139
EB515_02245,CHEMBL4106139
EB515_27855,CHEMBL4106139
EC1094V2_4111,CHEMBL4106139
EC3234A_108c00480,CHEMBL4106139
EC3426_00475,CHEMBL4106139
EC382_20320,CHEMBL4106139
EC95NR1_03760,CHEMBL4106139
Eco118UI_24470,CHEMBL4106139
ECONIH1_24685,CHEMBL4106139
ECs5124,CHEMBL4106139
ECTO124_04553,CHEMBL4106139
ECTO6_04343,CHEMBL4106139
ED225_08645,CHEMBL4106139
ED225_27880,CHEMBL4106139
ED600_22995,CHEMBL4106139
ED607_16100,CHEMBL4106139
ED611_08915,CHEMBL4106139
ED903_07130,CHEMBL4106139
ED944_02245,CHEMBL4106139
ED944_28230,CHEMBL4106139
EEA45_03810,CHEMBL4106139
EEA45_28005,CHEMBL4106139
EEP23_07625,CHEMBL4106139
EF173_02240,CHEMBL4106139
EFV08_22890,CHEMBL4106139
EGT48_17625,CHEMBL4106139
EGY17_11625,CHEMBL4106139
EIA08_20145,CHEMBL4106139
EIA21_18795,CHEMBL4106139
EJC75_20460,CHEMBL4106139
EJH97_22050,CHEMBL4106139
EKI52_12830,CHEMBL4106139
EL75_4022,CHEMBL4106139
EL79_4200,CHEMBL4106139
EL80_4116,CHEMBL4106139
ELT33_14955,CHEMBL4106139
ELU85_14365,CHEMBL4106139
ELV00_11890,CHEMBL4106139
ELV11_06260,CHEMBL4106139
ELV13_23125,CHEMBL4106139
ELV26_07245,CHEMBL4106139
ELV32_12780,CHEMBL4106139
EO240_03400,CHEMBL4106139
EO241_15015,CHEMBL4106139
EPS76_03470,CHEMBL4106139
EPS91_16025,CHEMBL4106139
EPS94_17720,CHEMBL4106139
EPS97_10040,CHEMBL4106139
EQ823_13510,CHEMBL4106139
EQ830_14810,CHEMBL4106139
ERS085365_01231,CHEMBL4106139
ERS085366_02367,CHEMBL4106139
ERS085374_01721,CHEMBL4106139
ERS085379_04164,CHEMBL4106139
ERS085383_01552,CHEMBL4106139
ERS085386_01025,CHEMBL4106139
ERS085404_01348,CHEMBL4106139
ERS085416_03698,CHEMBL4106139
ERS139211_04024,CHEMBL4106139
ERS150873_01289,CHEMBL4106139
ERS150876_03930,CHEMBL4106139
EVY14_04860,CHEMBL4106139
EVY21_06130,CHEMBL4106139
EWK56_08835,CHEMBL4106139
EWK57_13010,CHEMBL4106139
EXM29_20525,CHEMBL4106139
ExPECSC022_04946,CHEMBL4106139
ExPECSC036_01160,CHEMBL4106139
ExPECSC038_04651,CHEMBL4106139
ExPECSC065_03193,CHEMBL4106139
EXX06_20585,CHEMBL4106139
EXX13_20070,CHEMBL4106139
EXX23_19135,CHEMBL4106139
EXX24_09465,CHEMBL4106139
EXX53_17255,CHEMBL4106139
EXX55_21120,CHEMBL4106139
EXX71_14845,CHEMBL4106139
EXX78_13730,CHEMBL4106139
EXX87_19165,CHEMBL4106139
EYD11_20730,CHEMBL4106139
EYY78_14820,CHEMBL4106139
FORC28_5528,CHEMBL4106139
FORC82_4346,CHEMBL4106139
GJ11_26030,CHEMBL4106139
groL,CHEMBL4106139
groL_2,CHEMBL4106139
HmCms184_03267,CHEMBL4106139
HmCmsJML074_01333,CHEMBL4106139
HmCmsJML079_00812,CHEMBL4106139
HmCmsJML146_00635,CHEMBL4106139
HmCmsJML204_04031,CHEMBL4106139
HMPREF3040_03032,CHEMBL4106139
JD73_27620,CHEMBL4106139
MJ49_08265,CHEMBL4106139
mopA,CHEMBL4106139
MS6198_48630,CHEMBL4106139
MS8345_04771,CHEMBL4106139
NCTC10082_01857,CHEMBL4106139
NCTC10090_02607,CHEMBL4106139
NCTC10418_06721,CHEMBL4106139
NCTC10764_04513,CHEMBL4106139
NCTC10767_00467,CHEMBL4106139
NCTC10865_05650,CHEMBL4106139
NCTC11022_04473,CHEMBL4106139
NCTC11112_02719,CHEMBL4106139
NCTC11181_01789,CHEMBL4106139
NCTC11341_03019,CHEMBL4106139
NCTC11560_04827,CHEMBL4106139
NCTC12950_04949,CHEMBL4106139
NCTC13125_02650,CHEMBL4106139
NCTC13127_05944,CHEMBL4106139
NCTC13353_01582,CHEMBL4106139
NCTC13462_02684,CHEMBL4106139
NCTC13846_04307,CHEMBL4106139
NCTC13919_01679,CHEMBL4106139
NCTC7152_04524,CHEMBL4106139
NCTC7927_05027,CHEMBL4106139
NCTC8450_00576,CHEMBL4106139
NCTC8500_05095,CHEMBL4106139
NCTC8621_04680,CHEMBL4106139
NCTC8622_02021,CHEMBL4106139
NCTC8959_04316,CHEMBL4106139
NCTC8960_02051,CHEMBL4106139
NCTC9006_03366,CHEMBL4106139
NCTC9007_00921,CHEMBL4106139
NCTC9010_04689,CHEMBL4106139
NCTC9036_04433,CHEMBL4106139
NCTC9037_04611,CHEMBL4106139
NCTC9044_02622,CHEMBL4106139
NCTC9045_05354,CHEMBL4106139
NCTC9050_02551,CHEMBL4106139
NCTC9055_01424,CHEMBL4106139
NCTC9058_02377,CHEMBL4106139
NCTC9060_03947,CHEMBL4106139
NCTC9062_03620,CHEMBL4106139
NCTC9073_03984,CHEMBL4106139
NCTC9077_05690,CHEMBL4106139
NCTC9081_01494,CHEMBL4106139
NCTC9110_04320,CHEMBL4106139
NCTC9111_04720,CHEMBL4106139
NCTC9117_05641,CHEMBL4106139
NCTC9119_04735,CHEMBL4106139
NCTC9434_02173,CHEMBL4106139
NCTC9701_04822,CHEMBL4106139
NCTC9702_05313,CHEMBL4106139
NCTC9703_03911,CHEMBL4106139
NCTC9706_01822,CHEMBL4106139
NCTC9775_02929,CHEMBL4106139
NCTC9777_00950,CHEMBL4106139
NCTC9963_04705,CHEMBL4106139
NCTC9965_04672,CHEMBL4106139
NCTC9969_04590,CHEMBL4106139
PGD_03325,CHEMBL4106139
PU06_23700,CHEMBL4106139
RG28_06025,CHEMBL4106139
RK56_012245,CHEMBL4106139
RX35_04405,CHEMBL4106139
SAMEA3472033_01789,CHEMBL4106139
SAMEA3472043_02122,CHEMBL4106139
SAMEA3472044_01554,CHEMBL4106139
SAMEA3472047_01720,CHEMBL4106139
SAMEA3472055_04142,CHEMBL4106139
SAMEA3472056_01662,CHEMBL4106139
SAMEA3472067_02182,CHEMBL4106139
SAMEA3472070_02799,CHEMBL4106139
SAMEA3472080_00128,CHEMBL4106139
SAMEA3472089_02866,CHEMBL4106139
SAMEA3472090_01020,CHEMBL4106139
SAMEA3472110_00754,CHEMBL4106139
SAMEA3472112_01087,CHEMBL4106139
SAMEA3472114_01908,CHEMBL4106139
SAMEA3472115_00492,CHEMBL4106139
SAMEA3472121_05492,CHEMBL4106139
SAMEA3472127_01593,CHEMBL4106139
SAMEA3484427_02051,CHEMBL4106139
SAMEA3484429_03091,CHEMBL4106139
SAMEA3484433_02853,CHEMBL4106139
SAMEA3484434_04204,CHEMBL4106139
SAMEA3485101_04769,CHEMBL4106139
SAMEA3485103_02882,CHEMBL4106139
SAMEA3485113_03474,CHEMBL4106139
SAMEA3751239_02348,CHEMBL4106139
SAMEA3751400_04220,CHEMBL4106139
SAMEA3752372_01184,CHEMBL4106139
SAMEA3752379_00847,CHEMBL4106139
SAMEA3752553_04400,CHEMBL4106139
SAMEA3752559_00182,CHEMBL4106139
SAMEA3752620_03454,CHEMBL4106139
SAMEA3752743_01098,CHEMBL4106139
SAMEA3753064_01580,CHEMBL4106139
SAMEA3753070_03223,CHEMBL4106139
SAMEA3753093_02616,CHEMBL4106139
SAMEA3753097_01210,CHEMBL4106139
SAMEA3753106_03412,CHEMBL4106139
SAMEA3753137_03297,CHEMBL4106139
SAMEA3753164_04038,CHEMBL4106139
SAMEA3753290_02069,CHEMBL4106139
SAMEA3753300_00682,CHEMBL4106139
SAMEA3753304_04545,CHEMBL4106139
SAMEA3753391_00661,CHEMBL4106139
SAMEA3753397_02631,CHEMBL4106139
SK85_04506,CHEMBL4106139
SY51_23895,CHEMBL4106139
U14A_04542,CHEMBL4106139
UC41_03555,CHEMBL4106139
UN91_24955,CHEMBL4106139
WQ89_21775,CHEMBL4106139
WR15_07175,CHEMBL4106139
YDC107_2866,CHEMBL4106139
A6592_09565,CHEMBL4106139
A8C65_01575,CHEMBL4106139
A8G17_01630,CHEMBL4106139
A8M42_07845,CHEMBL4106139
A9819_23720,CHEMBL4106139
A9R57_13540,CHEMBL4106139
AA102_13090,CHEMBL4106139
AC067_05500,CHEMBL4106139
AC789_1c45560,CHEMBL4106139
ACN002_4371,CHEMBL4106139
ACN77_13920,CHEMBL4106139
ACN81_06320,CHEMBL4106139
ACU57_19300,CHEMBL4106139
ACU90_27615,CHEMBL4106139
AJ318_17200,CHEMBL4106139
AKG99_18190,CHEMBL4106139
AM266_00720,CHEMBL4106139
AM270_14495,CHEMBL4106139
AM446_25375,CHEMBL4106139
AM464_15775,CHEMBL4106139
AM465_02155,CHEMBL4106139
AMK83_27455,CHEMBL4106139
AML07_06095,CHEMBL4106139
AML35_20700,CHEMBL4106139
APT13_02990,CHEMBL4106139
APT94_02240,CHEMBL4106139
APU18_25330,CHEMBL4106139
APZ14_01130,CHEMBL4106139
ARC77_17985,CHEMBL4106139
AU473_28150,CHEMBL4106139
AUQ13_10295,CHEMBL4106139
AUS26_18730,CHEMBL4106139
AW059_20460,CHEMBL4106139
AW106_26295,CHEMBL4106139
AWE53_002050,CHEMBL4106139
AWF59_005880,CHEMBL4106139
AWG78_009870,CHEMBL4106139
AWP75_27435,CHEMBL4106139
AXA56_02185,CHEMBL4106139
AZE01_18035,CHEMBL4106139
AZE03_09985,CHEMBL4106139
AZZ83_002780,CHEMBL4106139
B1K96_03095,CHEMBL4106139
B7C53_14120,CHEMBL4106139
B9M99_07790,CHEMBL4106139
B9N28_21675,CHEMBL4106139
B9N33_15910,CHEMBL4106139
B9T59_10255,CHEMBL4106139
BANRA_00107,CHEMBL4106139
BANRA_00146,CHEMBL4106139
BANRA_02788,CHEMBL4106139
BANRA_02829,CHEMBL4106139
BB545_11045,CHEMBL4106139
BE963_12225,CHEMBL4106139
BEN53_00760,CHEMBL4106139
BER14_11405,CHEMBL4106139
BET08_18555,CHEMBL4106139
BFD68_08445,CHEMBL4106139
BH694_19645,CHEMBL4106139
BHF46_15620,CHEMBL4106139
BHS81_24825,CHEMBL4106139
BHS87_23220,CHEMBL4106139
BIQ87_23890,CHEMBL4106139
BIU72_06100,CHEMBL4106139
BIZ41_02705,CHEMBL4106139
BJJ90_23455,CHEMBL4106139
BK248_23635,CHEMBL4106139
BK292_23450,CHEMBL4106139
BK334_08300,CHEMBL4106139
BK373_03445,CHEMBL4106139
BK375_06860,CHEMBL4106139
BK383_12935,CHEMBL4106139
BK400_02725,CHEMBL4106139
BMR23_13235,CHEMBL4106139
BMT49_19175,CHEMBL4106139
BMT53_11940,CHEMBL4106139
BMT91_05490,CHEMBL4106139
BN17_41221,CHEMBL4106139
BON63_07070,CHEMBL4106139
BON66_25755,CHEMBL4106139
BON69_04685,CHEMBL4106139
BON76_04280,CHEMBL4106139
BON81_15960,CHEMBL4106139
BON92_18270,CHEMBL4106139
BON93_15340,CHEMBL4106139
BON96_03710,CHEMBL4106139
BSR05_14025,CHEMBL4106139
BTQ04_18130,CHEMBL4106139
BTQ06_07130,CHEMBL4106139
BUE81_24320,CHEMBL4106139
BvCms12BK_04200,CHEMBL4106139
BvCms2454_04386,CHEMBL4106139
BvCms35BK_01934,CHEMBL4106139
BvCmsA75A_02317,CHEMBL4106139
BvCmsC61A_01712,CHEMBL4106139
BvCmsF63A_01378,CHEMBL4106139
BvCmsH15A_02827,CHEMBL4106139
BvCmsHHP001_00680,CHEMBL4106139
BvCmsHHP019_00805,CHEMBL4106139
BvCmsHHP056_01306,CHEMBL4106139
BvCmsJ76A_03970,CHEMBL4106139
BvCmsKKP036_00133,CHEMBL4106139
BvCmsKKP061_03323,CHEMBL4106139
BvCmsKSNP019_03304,CHEMBL4106139
BvCmsKSNP073_03446,CHEMBL4106139
BvCmsKSNP081_01938,CHEMBL4106139
BvCmsKSNP120_00881,CHEMBL4106139
BvCmsKSP008_05436,CHEMBL4106139
BvCmsKSP011_04702,CHEMBL4106139
BvCmsKSP015_03625,CHEMBL4106139
BvCmsKSP018_00065,CHEMBL4106139
BvCmsKSP024_01293,CHEMBL4106139
BvCmsKSP026_01574,CHEMBL4106139
BvCmsKSP036_01507,CHEMBL4106139
BvCmsKSP039_04908,CHEMBL4106139
BvCmsKSP040_00954,CHEMBL4106139
BvCmsKSP045_02509,CHEMBL4106139
BvCmsKSP054_04831,CHEMBL4106139
BvCmsKSP058_02606,CHEMBL4106139
BvCmsKSP061_02113,CHEMBL4106139
BvCmsKSP067_03876,CHEMBL4106139
BvCmsKSP076_00896,CHEMBL4106139
BvCmsKSP081_03342,CHEMBL4106139
BvCmsKSP083_02936,CHEMBL4106139
BvCmsNSNP006_03058,CHEMBL4106139
BvCmsNSNP023_02527,CHEMBL4106139
BvCmsNSNP027_02999,CHEMBL4106139
BvCmsNSNP036_02364,CHEMBL4106139
BvCmsNSP006_05621,CHEMBL4106139
BvCmsNSP007_04897,CHEMBL4106139
BvCmsNSP039_02860,CHEMBL4106139
BvCmsNSP045_04078,CHEMBL4106139
BvCmsNSP047_02053,CHEMBL4106139
BvCmsNSP052_03162,CHEMBL4106139
BvCmsNSP072_00462,CHEMBL4106139
BvCmsNSP078_00003,CHEMBL4106139
BvCmsOUP014_01584,CHEMBL4106139
BvCmsSINP011_01478,CHEMBL4106139
BvCmsSINP022_02411,CHEMBL4106139
BvCmsSINP036_01421,CHEMBL4106139
BvCmsSIP006_02881,CHEMBL4106139
BvCmsSIP010_01339,CHEMBL4106139
BvCmsSIP019_03073,CHEMBL4106139
BvCmsSIP044_04390,CHEMBL4106139
BVL39_04420,CHEMBL4106139
BW690_22400,CHEMBL4106139
BWP17_13610,CHEMBL4106139
BXT93_23585,CHEMBL4106139
BZL31_12945,CHEMBL4106139
BZL69_06915,CHEMBL4106139
C1I39_24095,CHEMBL4106139
C1I57_02520,CHEMBL4106139
C1N95_001425,CHEMBL4106139
C2858_12000,CHEMBL4106139
C2M16_07140,CHEMBL4106139
C2U48_11805,CHEMBL4106139
C3449_11490,CHEMBL4106139
C3B70_03750,CHEMBL4106139
C3K24_17535,CHEMBL4106139
C4J69_05790,CHEMBL4106139
C4J69_17885,CHEMBL4106139
C4K41_15735,CHEMBL4106139
C4M78_05805,CHEMBL4106139
C5715_24365,CHEMBL4106139
C5N07_07005,CHEMBL4106139
C5P01_11480,CHEMBL4106139
C5P43_04985,CHEMBL4106139
C5P44_18545,CHEMBL4106139
C5P48_04555,CHEMBL4106139
C6669_06705,CHEMBL4106139
C6976_23910,CHEMBL4106139
C6986_26905,CHEMBL4106139
C6A57_08335,CHEMBL4106139
C6B13_11450,CHEMBL4106139
C7235_22805,CHEMBL4106139
C7B02_22875,CHEMBL4106139
C7B06_19625,CHEMBL4106139
C7B07_19645,CHEMBL4106139
C7B08_13325,CHEMBL4106139
C7B18_22130,CHEMBL4106139
C7R96_25140,CHEMBL4106139
C9025_24795,CHEMBL4106139
C9083_18255,CHEMBL4106139
C9200_11075,CHEMBL4106139
C9212_22300,CHEMBL4106139
C9255_05365,CHEMBL4106139
C9299_14025,CHEMBL4106139
C9E25_08285,CHEMBL4106139
C9E67_27740,CHEMBL4106139
C9Y80_28145,CHEMBL4106139
C9Y95_08225,CHEMBL4106139
C9Z12_10190,CHEMBL4106139
CA593_05110,CHEMBL4106139
CCZ08_19870,CHEMBL4106139
CCZ11_19945,CHEMBL4106139
CCZ14_19965,CHEMBL4106139
CCZ16_17420,CHEMBL4106139
CCZ17_16285,CHEMBL4106139
CCZ18_09565,CHEMBL4106139
CDL37_19960,CHEMBL4106139
CG691_04050,CHEMBL4106139
CG692_00050,CHEMBL4106139
CG705_07480,CHEMBL4106139
CG706_19955,CHEMBL4106139
CI641_014240,CHEMBL4106139
CI694_17135,CHEMBL4106139
CIJ94_19310,CHEMBL4106139
CLH66_25390,CHEMBL4106139
COD30_28665,CHEMBL4106139
COD46_17605,CHEMBL4106139
CPA47_23810,CHEMBL4106139
CQP61_24790,CHEMBL4106139
CR538_23265,CHEMBL4106139
CR539_02655,CHEMBL4106139
CRD98_26735,CHEMBL4106139
CRE06_15180,CHEMBL4106139
CRM83_17510,CHEMBL4106139
CRT43_24980,CHEMBL4106139
CRT46_24620,CHEMBL4106139
CRT55_26570,CHEMBL4106139
CSB64_20585,CHEMBL4106139
CT143_14480,CHEMBL4106139
CT146_11190,CHEMBL4106139
CU078_13315,CHEMBL4106139
CUB99_10690,CHEMBL4106139
CV83915_01889,CHEMBL4106139
CVH05_06680,CHEMBL4106139
CWM24_06440,CHEMBL4106139
CWS33_03385,CHEMBL4106139
CXB56_25450,CHEMBL4106139
CY655_26165,CHEMBL4106139
D0X26_12775,CHEMBL4106139
D1900_07560,CHEMBL4106139
D1912_29305,CHEMBL4106139
D2183_06175,CHEMBL4106139
D2184_07880,CHEMBL4106139
D2185_07630,CHEMBL4106139
D2F89_07875,CHEMBL4106139
D3821_07225,CHEMBL4106139
D3822_10755,CHEMBL4106139
D3C88_27265,CHEMBL4106139
D3I61_24430,CHEMBL4106139
D3O91_01395,CHEMBL4106139
D3Y67_00550,CHEMBL4106139
D4M06_10265,CHEMBL4106139
D4M06_29415,CHEMBL4106139
D7K63_02300,CHEMBL4106139
D7K66_01650,CHEMBL4106139
D7Y10_20705,CHEMBL4106139
D9D20_08435,CHEMBL4106139
D9D31_08055,CHEMBL4106139
D9D33_02515,CHEMBL4106139
D9D43_14730,CHEMBL4106139
D9E34_15020,CHEMBL4106139
D9E35_09920,CHEMBL4106139
D9E49_11980,CHEMBL4106139
D9G11_15845,CHEMBL4106139
D9G42_15390,CHEMBL4106139
D9G48_11765,CHEMBL4106139
D9H53_05450,CHEMBL4106139
D9H68_15860,CHEMBL4106139
D9H70_08855,CHEMBL4106139
D9H94_06460,CHEMBL4106139
D9I11_08165,CHEMBL4106139
D9I18_04545,CHEMBL4106139
D9I20_17830,CHEMBL4106139
D9I87_11055,CHEMBL4106139
D9I88_12300,CHEMBL4106139
D9I97_14785,CHEMBL4106139
D9J03_08610,CHEMBL4106139
D9J11_13650,CHEMBL4106139
D9J44_18170,CHEMBL4106139
D9J46_16920,CHEMBL4106139
D9J60_12280,CHEMBL4106139
D9K48_05195,CHEMBL4106139
D9K54_26345,CHEMBL4106139
D9L89_02295,CHEMBL4106139
D9L89_29685,CHEMBL4106139
D9L99_20605,CHEMBL4106139
D9N32_18885,CHEMBL4106139
D9X97_13610,CHEMBL4106139
D9X97_28715,CHEMBL4106139
DAH26_05040,CHEMBL4106139
DAH27_28005,CHEMBL4106139
DAH36_09870,CHEMBL4106139
DAH37_06375,CHEMBL4106139
DD647_07900,CHEMBL4106139
DD762_21025,CHEMBL4106139
DDT63_05220,CHEMBL4106139
DEN86_00715,CHEMBL4106139
DEN89_17485,CHEMBL4106139
DEO11_24175,CHEMBL4106139
DEO19_26320,CHEMBL4106139
DIV10_26325,CHEMBL4106139
DIV20_20405,CHEMBL4106139
DIV22_13640,CHEMBL4106139
DIV24_06075,CHEMBL4106139
DIV25_24085,CHEMBL4106139
DK267_13565,CHEMBL4106139
DK268_16990,CHEMBL4106139
DK273_16830,CHEMBL4106139
DK278_16490,CHEMBL4106139
DK279_16715,CHEMBL4106139
DK288_16410,CHEMBL4106139
DK289_16805,CHEMBL4106139
DKP82_04070,CHEMBL4106139
DKP83_02485,CHEMBL4106139
DKP87_04525,CHEMBL4106139
DKP89_17865,CHEMBL4106139
DL195_09035,CHEMBL4106139
DL455_10650,CHEMBL4106139
DL545_22735,CHEMBL4106139
DL800_29225,CHEMBL4106139
DM102_08865,CHEMBL4106139
DM463_13475,CHEMBL4106139
DMI04_11455,CHEMBL4106139
DMI04_28180,CHEMBL4106139
DNB37_06990,CHEMBL4106139
DNB37_28245,CHEMBL4106139
DNK79_13905,CHEMBL4106139
DNQ41_02320,CHEMBL4106139
DNQ45_22690,CHEMBL4106139
DNR41_18210,CHEMBL4106139
DNX30_08340,CHEMBL4106139
DNX30_30415,CHEMBL4106139
DOY56_08405,CHEMBL4106139
DOY56_28310,CHEMBL4106139
DP258_24465,CHEMBL4106139
DP277_20345,CHEMBL4106139
DQE83_13430,CHEMBL4106139
DQF57_23265,CHEMBL4106139
DQO13_25445,CHEMBL4106139
DS732_02490,CHEMBL4106139
DS966_08015,CHEMBL4106139
DS980_21175,CHEMBL4106139
DS986_22660,CHEMBL4106139
DTL41_15650,CHEMBL4106139
DTL43_02180,CHEMBL4106139
DTL84_03475,CHEMBL4106139
DTL90_17415,CHEMBL4106139
DTM10_04520,CHEMBL4106139
DTM25_10760,CHEMBL4106139
DTM27_17445,CHEMBL4106139
DTM45_21120,CHEMBL4106139
DU321_10250,CHEMBL4106139
DU333_08470,CHEMBL4106139
DW236_18435,CHEMBL4106139
DWB25_22560,CHEMBL4106139
DXT71_04095,CHEMBL4106139
E0E06_20440,CHEMBL4106139
E2112_14805,CHEMBL4106139
E2119_06640,CHEMBL4106139
E2126_03515,CHEMBL4106139
E2132_24260,CHEMBL4106139
E2855_05288,CHEMBL4106139
E2863_05074,CHEMBL4106139
E5M00_23410,CHEMBL4106139
EAI42_02215,CHEMBL4106139
EAI46_05880,CHEMBL4106139
EAI52_08830,CHEMBL4106139
EB509_04250,CHEMBL4106139
